Date,Store,SKU,InventoryLevel,DemandForecast,DaysToStockout,StockoutUrgency
2023-01-07,Store002,SKU002,50,17.0,2.9411764705882355,Critical
2023-01-07,Store002,SKU003,56,12.428571428571429,4.505747126436781,Urgent
2023-01-07,Store003,SKU001,62,18.857142857142858,3.2878787878787876,Urgent
2023-01-07,Store003,SKU002,58,12.142857142857142,4.776470588235294,Urgent
2023-01-07,Store003,SKU003,59,14.142857142857142,4.171717171717172,Urgent
2023-01-08,Store001,SKU001,52,14.571428571428571,3.5686274509803924,Urgent
2023-01-08,Store001,SKU002,47,14.714285714285714,3.1941747572815538,Urgent
2023-01-08,Store001,SKU003,28,13.142857142857142,2.130434782608696,Critical
2023-01-08,Store002,SKU001,93,23.428571428571427,3.9695121951219514,Urgent
2023-01-08,Store002,SKU002,29,20.142857142857142,1.4397163120567376,Critical
2023-01-08,Store002,SKU003,76,12.285714285714286,6.186046511627906,Urgent
2023-01-08,Store003,SKU001,20,18.857142857142858,1.0606060606060606,Critical
2023-01-08,Store003,SKU002,60,12.714285714285714,4.719101123595506,Urgent
2023-01-08,Store003,SKU003,57,13.142857142857142,4.336956521739131,Urgent
2023-01-09,Store001,SKU001,58,15.0,3.8666666666666667,Urgent
2023-01-09,Store001,SKU002,42,15.714285714285714,2.672727272727273,Critical
2023-01-09,Store001,SKU003,36,11.714285714285714,3.073170731707317,Urgent
2023-01-09,Store002,SKU001,89,22.142857142857142,4.019354838709678,Urgent
2023-01-09,Store002,SKU002,67,21.142857142857142,3.168918918918919,Urgent
2023-01-09,Store002,SKU003,81,13.428571428571429,6.031914893617021,Urgent
2023-01-09,Store003,SKU001,21,18.142857142857142,1.1574803149606299,Critical
2023-01-09,Store003,SKU002,91,14.142857142857142,6.434343434343434,Urgent
2023-01-09,Store003,SKU003,50,11.714285714285714,4.2682926829268295,Urgent
2023-01-10,Store001,SKU001,96,13.142857142857142,7.304347826086957,Normal
2023-01-10,Store001,SKU002,69,15.714285714285714,4.3909090909090915,Urgent
2023-01-10,Store001,SKU003,75,12.0,6.25,Urgent
2023-01-10,Store002,SKU001,79,18.857142857142858,4.1893939393939394,Urgent
2023-01-10,Store002,SKU002,64,21.571428571428573,2.9668874172185427,Critical
2023-01-10,Store002,SKU003,48,12.0,4.0,Urgent
2023-01-10,Store003,SKU001,59,20.142857142857142,2.9290780141843973,Critical
2023-01-10,Store003,SKU002,31,13.142857142857142,2.358695652173913,Critical
2023-01-10,Store003,SKU003,21,10.142857142857142,2.0704225352112675,Critical
2023-01-11,Store001,SKU001,48,13.857142857142858,3.4639175257731956,Urgent
2023-01-11,Store001,SKU002,15,15.0,1.0,Critical
2023-01-11,Store001,SKU003,13,12.142857142857142,1.0705882352941176,Critical
2023-01-11,Store002,SKU001,61,17.428571428571427,3.5000000000000004,Urgent
2023-01-11,Store002,SKU002,21,25.142857142857142,0.8352272727272727,Critical
2023-01-11,Store002,SKU003,50,13.571428571428571,3.6842105263157894,Urgent
2023-01-11,Store003,SKU001,93,20.714285714285715,4.4896551724137925,Urgent
2023-01-11,Store003,SKU002,74,14.0,5.285714285714286,Urgent
2023-01-11,Store003,SKU003,98,9.571428571428571,10.238805970149254,Normal
2023-01-12,Store001,SKU001,54,13.0,4.153846153846154,Urgent
2023-01-12,Store001,SKU002,51,16.142857142857142,3.1592920353982303,Urgent
2023-01-12,Store001,SKU003,32,12.428571428571429,2.574712643678161,Critical
2023-01-12,Store002,SKU001,51,14.285714285714286,3.57,Urgent
2023-01-12,Store002,SKU002,40,25.142857142857142,1.590909090909091,Critical
2023-01-12,Store002,SKU003,27,13.142857142857142,2.0543478260869565,Critical
2023-01-12,Store003,SKU001,13,20.714285714285715,0.6275862068965516,Critical
2023-01-12,Store003,SKU002,16,15.0,1.0666666666666667,Critical
2023-01-12,Store003,SKU003,82,8.571428571428571,9.566666666666666,Normal
2023-01-13,Store001,SKU001,87,13.0,6.6923076923076925,Urgent
2023-01-13,Store001,SKU002,45,13.142857142857142,3.423913043478261,Urgent
2023-01-13,Store001,SKU003,80,12.285714285714286,6.511627906976744,Urgent
2023-01-13,Store002,SKU001,54,13.428571428571429,4.0212765957446805,Urgent
2023-01-13,Store002,SKU002,37,26.285714285714285,1.407608695652174,Critical
2023-01-13,Store002,SKU003,68,13.857142857142858,4.90721649484536,Urgent
2023-01-13,Store003,SKU001,12,21.428571428571427,0.56,Critical
2023-01-13,Store003,SKU002,74,15.857142857142858,4.666666666666666,Urgent
2023-01-13,Store003,SKU003,92,9.0,10.222222222222221,Normal
2023-01-14,Store001,SKU001,66,15.0,4.4,Urgent
2023-01-14,Store001,SKU002,61,14.0,4.357142857142857,Urgent
2023-01-14,Store001,SKU003,29,12.285714285714286,2.3604651162790695,Critical
2023-01-14,Store002,SKU001,49,14.428571428571429,3.396039603960396,Urgent
2023-01-14,Store002,SKU002,90,24.428571428571427,3.68421052631579,Urgent
2023-01-14,Store002,SKU003,91,12.571428571428571,7.238636363636364,Normal
2023-01-14,Store003,SKU001,43,19.142857142857142,2.246268656716418,Critical
2023-01-14,Store003,SKU002,53,15.857142857142858,3.3423423423423424,Urgent
2023-01-14,Store003,SKU003,30,8.857142857142858,3.387096774193548,Urgent
2023-01-15,Store001,SKU001,85,15.714285714285714,5.409090909090909,Urgent
2023-01-15,Store001,SKU002,79,17.285714285714285,4.570247933884298,Urgent
2023-01-15,Store001,SKU003,98,12.714285714285714,7.7078651685393265,Normal
2023-01-15,Store002,SKU001,52,13.571428571428571,3.831578947368421,Urgent
2023-01-15,Store002,SKU002,24,19.857142857142858,1.20863309352518,Critical
2023-01-15,Store002,SKU003,44,11.285714285714286,3.8987341772151898,Urgent
2023-01-15,Store003,SKU001,98,19.714285714285715,4.971014492753623,Urgent
2023-01-15,Store003,SKU002,42,14.714285714285714,2.854368932038835,Critical
2023-01-15,Store003,SKU003,12,9.714285714285714,1.2352941176470589,Critical
2023-01-16,Store001,SKU001,92,15.714285714285714,5.8545454545454545,Urgent
2023-01-16,Store001,SKU002,93,16.285714285714285,5.710526315789474,Urgent
2023-01-16,Store001,SKU003,55,12.857142857142858,4.277777777777778,Urgent
2023-01-16,Store002,SKU001,50,13.857142857142858,3.6082474226804124,Urgent
2023-01-16,Store002,SKU002,72,19.285714285714285,3.7333333333333334,Urgent
2023-01-16,Store002,SKU003,62,10.142857142857142,6.112676056338029,Urgent
2023-01-16,Store003,SKU001,75,20.0,3.75,Urgent
2023-01-16,Store003,SKU002,77,13.857142857142858,5.556701030927835,Urgent
2023-01-16,Store003,SKU003,72,10.142857142857142,7.098591549295775,Normal
2023-01-17,Store001,SKU001,21,16.142857142857142,1.3008849557522124,Critical
2023-01-17,Store001,SKU002,98,16.142857142857142,6.070796460176991,Urgent
2023-01-17,Store001,SKU003,72,11.571428571428571,6.222222222222222,Urgent
2023-01-17,Store002,SKU001,56,14.285714285714286,3.92,Urgent
2023-01-17,Store002,SKU002,65,18.142857142857142,3.582677165354331,Urgent
2023-01-17,Store002,SKU003,28,11.714285714285714,2.3902439024390247,Critical
2023-01-17,Store003,SKU001,21,18.714285714285715,1.1221374045801527,Critical
2023-01-17,Store003,SKU002,35,15.142857142857142,2.311320754716981,Critical
2023-01-17,Store003,SKU003,45,12.285714285714286,3.6627906976744184,Urgent
2023-01-18,Store001,SKU001,49,15.571428571428571,3.146788990825688,Urgent
2023-01-18,Store001,SKU002,99,16.571428571428573,5.974137931034482,Urgent
2023-01-18,Store001,SKU003,86,11.0,7.818181818181818,Normal
2023-01-18,Store002,SKU001,49,15.857142857142858,3.09009009009009,Urgent
2023-01-18,Store002,SKU002,13,16.285714285714285,0.7982456140350878,Critical
2023-01-18,Store002,SKU003,81,11.0,7.363636363636363,Normal
2023-01-18,Store003,SKU001,98,20.714285714285715,4.731034482758621,Urgent
2023-01-18,Store003,SKU002,79,13.857142857142858,5.701030927835052,Urgent
2023-01-18,Store003,SKU003,24,12.857142857142858,1.8666666666666667,Critical
2023-01-19,Store001,SKU001,95,16.0,5.9375,Urgent
2023-01-19,Store001,SKU002,57,16.0,3.5625,Urgent
2023-01-19,Store001,SKU003,93,11.571428571428571,8.037037037037038,Normal
2023-01-19,Store002,SKU001,66,17.428571428571427,3.7868852459016398,Urgent
2023-01-19,Store002,SKU002,91,17.0,5.352941176470588,Urgent
2023-01-19,Store002,SKU003,38,12.142857142857142,3.1294117647058823,Urgent
2023-01-19,Store003,SKU001,53,20.714285714285715,2.5586206896551724,Critical
2023-01-19,Store003,SKU002,57,12.285714285714286,4.63953488372093,Urgent
2023-01-19,Store003,SKU003,53,13.0,4.076923076923077,Urgent
2023-01-20,Store001,SKU001,97,18.142857142857142,5.346456692913386,Urgent
2023-01-20,Store001,SKU002,55,17.857142857142858,3.08,Urgent
2023-01-20,Store001,SKU003,81,12.142857142857142,6.670588235294118,Urgent
2023-01-20,Store002,SKU001,35,18.571428571428573,1.8846153846153844,Critical
2023-01-20,Store002,SKU002,17,17.0,1.0,Critical
2023-01-20,Store002,SKU003,69,10.714285714285714,6.44,Urgent
2023-01-20,Store003,SKU001,94,20.571428571428573,4.569444444444444,Urgent
2023-01-20,Store003,SKU002,21,11.142857142857142,1.8846153846153848,Critical
2023-01-20,Store003,SKU003,91,13.285714285714286,6.849462365591397,Urgent
2023-01-21,Store001,SKU001,71,17.714285714285715,4.008064516129032,Urgent
2023-01-21,Store001,SKU002,31,15.142857142857142,2.047169811320755,Critical
2023-01-21,Store001,SKU003,57,13.571428571428571,4.2,Urgent
2023-01-21,Store002,SKU001,16,18.0,0.8888888888888888,Critical
2023-01-21,Store002,SKU002,39,19.0,2.0526315789473686,Critical
2023-01-21,Store002,SKU003,67,12.142857142857142,5.517647058823529,Urgent
2023-01-21,Store003,SKU001,39,22.714285714285715,1.7169811320754715,Critical
2023-01-21,Store003,SKU002,37,10.142857142857142,3.647887323943662,Urgent
2023-01-21,Store003,SKU003,85,12.428571428571429,6.8390804597701145,Urgent
2023-01-22,Store001,SKU001,27,18.142857142857142,1.4881889763779528,Critical
2023-01-22,Store001,SKU002,77,12.285714285714286,6.267441860465116,Urgent
2023-01-22,Store001,SKU003,71,11.142857142857142,6.371794871794872,Urgent
2023-01-22,Store002,SKU001,10,18.285714285714285,0.546875,Critical
2023-01-22,Store002,SKU002,36,21.142857142857142,1.7027027027027029,Critical
2023-01-22,Store002,SKU003,87,14.285714285714286,6.09,Urgent
2023-01-22,Store003,SKU001,82,22.714285714285715,3.6100628930817606,Urgent
2023-01-22,Store003,SKU002,47,9.857142857142858,4.768115942028985,Urgent
2023-01-22,Store003,SKU003,67,13.571428571428571,4.936842105263158,Urgent
2023-01-23,Store001,SKU001,15,18.0,0.8333333333333334,Critical
2023-01-23,Store001,SKU002,41,12.428571428571429,3.2988505747126435,Urgent
2023-01-23,Store001,SKU003,38,11.714285714285714,3.2439024390243905,Urgent
2023-01-23,Store002,SKU001,69,17.857142857142858,3.864,Urgent
2023-01-23,Store002,SKU002,16,22.142857142857142,0.7225806451612904,Critical
2023-01-23,Store002,SKU003,23,14.857142857142858,1.5480769230769231,Critical
2023-01-23,Store003,SKU001,15,21.142857142857142,0.7094594594594594,Critical
2023-01-23,Store003,SKU002,39,10.142857142857142,3.8450704225352115,Urgent
2023-01-23,Store003,SKU003,47,14.428571428571429,3.257425742574257,Urgent
2023-01-24,Store001,SKU001,26,18.714285714285715,1.3893129770992365,Critical
2023-01-24,Store001,SKU002,31,12.571428571428571,2.465909090909091,Critical
2023-01-24,Store001,SKU003,64,12.428571428571429,5.149425287356322,Urgent
2023-01-24,Store002,SKU001,86,20.571428571428573,4.180555555555555,Urgent
2023-01-24,Store002,SKU002,35,23.285714285714285,1.5030674846625767,Critical
2023-01-24,Store002,SKU003,22,14.142857142857142,1.5555555555555556,Critical
2023-01-24,Store003,SKU001,48,22.714285714285715,2.1132075471698113,Critical
2023-01-24,Store003,SKU002,31,9.571428571428571,3.238805970149254,Urgent
2023-01-24,Store003,SKU003,53,13.0,4.076923076923077,Urgent
2023-01-25,Store001,SKU001,16,19.0,0.8421052631578947,Critical
2023-01-25,Store001,SKU002,90,13.714285714285714,6.5625,Urgent
2023-01-25,Store001,SKU003,95,11.857142857142858,8.012048192771084,Normal
2023-01-25,Store002,SKU001,18,22.285714285714285,0.8076923076923077,Critical
2023-01-25,Store002,SKU002,14,22.714285714285715,0.6163522012578616,Critical
2023-01-25,Store002,SKU003,23,14.714285714285714,1.5631067961165048,Critical
2023-01-25,Store003,SKU001,82,21.428571428571427,3.826666666666667,Urgent
2023-01-25,Store003,SKU002,21,9.285714285714286,2.2615384615384615,Critical
2023-01-25,Store003,SKU003,40,14.428571428571429,2.772277227722772,Critical
2023-01-26,Store001,SKU001,68,20.285714285714285,3.352112676056338,Urgent
2023-01-26,Store001,SKU002,97,15.285714285714286,6.345794392523364,Urgent
2023-01-26,Store001,SKU003,57,11.714285714285714,4.865853658536586,Urgent
2023-01-26,Store002,SKU001,60,23.857142857142858,2.5149700598802394,Critical
2023-01-26,Store002,SKU002,58,21.428571428571427,2.706666666666667,Critical
2023-01-26,Store002,SKU003,80,12.857142857142858,6.222222222222222,Urgent
2023-01-26,Store003,SKU001,95,21.285714285714285,4.4630872483221475,Urgent
2023-01-26,Store003,SKU002,77,11.428571428571429,6.7375,Urgent
2023-01-26,Store003,SKU003,48,14.428571428571429,3.3267326732673266,Urgent
2023-01-27,Store001,SKU001,60,19.285714285714285,3.111111111111111,Urgent
2023-01-27,Store001,SKU002,81,15.142857142857142,5.349056603773585,Urgent
2023-01-27,Store001,SKU003,56,10.714285714285714,5.2266666666666675,Urgent
2023-01-27,Store002,SKU001,51,23.857142857142858,2.1377245508982035,Critical
2023-01-27,Store002,SKU002,80,21.571428571428573,3.7086092715231787,Urgent
2023-01-27,Store002,SKU003,99,12.857142857142858,7.699999999999999,Normal
2023-01-27,Store003,SKU001,47,23.857142857142858,1.9700598802395208,Critical
2023-01-27,Store003,SKU002,27,13.857142857142858,1.9484536082474226,Critical
2023-01-27,Store003,SKU003,18,14.714285714285714,1.2233009708737865,Critical
2023-01-28,Store001,SKU001,67,19.571428571428573,3.4233576642335763,Urgent
2023-01-28,Store001,SKU002,90,17.0,5.294117647058823,Urgent
2023-01-28,Store001,SKU003,57,9.428571428571429,6.045454545454545,Urgent
2023-01-28,Store002,SKU001,76,24.571428571428573,3.093023255813953,Urgent
2023-01-28,Store002,SKU002,47,19.428571428571427,2.419117647058824,Critical
2023-01-28,Store002,SKU003,56,13.714285714285714,4.083333333333334,Urgent
2023-01-28,Store003,SKU001,61,26.428571428571427,2.308108108108108,Critical
2023-01-28,Store003,SKU002,28,14.285714285714286,1.96,Critical
2023-01-28,Store003,SKU003,38,16.571428571428573,2.2931034482758617,Critical
2023-01-29,Store001,SKU001,34,19.857142857142858,1.7122302158273381,Critical
2023-01-29,Store001,SKU002,22,19.428571428571427,1.1323529411764708,Critical
2023-01-29,Store001,SKU003,57,10.285714285714286,5.541666666666666,Urgent
2023-01-29,Store002,SKU001,26,25.285714285714285,1.0282485875706215,Critical
2023-01-29,Store002,SKU002,76,19.857142857142858,3.8273381294964026,Urgent
2023-01-29,Store002,SKU003,14,12.285714285714286,1.1395348837209303,Critical
2023-01-29,Store003,SKU001,12,26.857142857142858,0.44680851063829785,Critical
2023-01-29,Store003,SKU002,89,15.714285714285714,5.663636363636364,Urgent
2023-01-29,Store003,SKU003,99,15.0,6.6,Urgent
2023-01-30,Store001,SKU001,32,20.0,1.6,Critical
2023-01-30,Store001,SKU002,30,19.0,1.5789473684210527,Critical
2023-01-30,Store001,SKU003,58,10.0,5.8,Urgent
2023-01-30,Store002,SKU001,84,24.857142857142858,3.3793103448275863,Urgent
2023-01-30,Store002,SKU002,61,19.142857142857142,3.1865671641791047,Urgent
2023-01-30,Store002,SKU003,22,12.0,1.8333333333333333,Critical
2023-01-30,Store003,SKU001,80,27.571428571428573,2.9015544041450774,Critical
2023-01-30,Store003,SKU002,92,17.0,5.411764705882353,Urgent
2023-01-30,Store003,SKU003,59,13.428571428571429,4.3936170212765955,Urgent
2023-01-31,Store001,SKU001,58,19.0,3.0526315789473686,Urgent
2023-01-31,Store001,SKU002,87,20.857142857142858,4.171232876712328,Urgent
2023-01-31,Store001,SKU003,72,9.0,8.0,Normal
2023-01-31,Store002,SKU001,31,23.714285714285715,1.3072289156626506,Critical
2023-01-31,Store002,SKU002,16,18.142857142857142,0.8818897637795275,Critical
2023-01-31,Store002,SKU003,50,11.285714285714286,4.430379746835443,Urgent
2023-01-31,Store003,SKU001,28,26.428571428571427,1.0594594594594595,Critical
2023-01-31,Store003,SKU002,81,18.428571428571427,4.395348837209303,Urgent
2023-01-31,Store003,SKU003,57,13.142857142857142,4.336956521739131,Urgent
2023-02-01,Store001,SKU001,32,17.428571428571427,1.836065573770492,Critical
2023-02-01,Store001,SKU002,13,18.285714285714285,0.7109375,Critical
2023-02-01,Store001,SKU003,56,9.285714285714286,6.030769230769231,Urgent
2023-02-01,Store002,SKU001,81,20.428571428571427,3.9650349650349654,Urgent
2023-02-01,Store002,SKU002,43,16.857142857142858,2.5508474576271185,Critical
2023-02-01,Store002,SKU003,12,10.714285714285714,1.12,Critical
2023-02-01,Store003,SKU001,26,25.714285714285715,1.011111111111111,Critical
2023-02-01,Store003,SKU002,49,18.571428571428573,2.6384615384615384,Critical
2023-02-01,Store003,SKU003,62,10.142857142857142,6.112676056338029,Urgent
2023-02-02,Store001,SKU001,58,15.428571428571429,3.759259259259259,Urgent
2023-02-02,Store001,SKU002,80,17.285714285714285,4.62809917355372,Urgent
2023-02-02,Store001,SKU003,62,8.428571428571429,7.3559322033898304,Normal
2023-02-02,Store002,SKU001,12,19.0,0.631578947368421,Critical
2023-02-02,Store002,SKU002,69,17.142857142857142,4.025,Urgent
2023-02-02,Store002,SKU003,16,10.571428571428571,1.5135135135135136,Critical
2023-02-02,Store003,SKU001,93,24.428571428571427,3.8070175438596494,Urgent
2023-02-02,Store003,SKU002,15,17.285714285714285,0.8677685950413223,Critical
2023-02-02,Store003,SKU003,92,11.285714285714286,8.151898734177214,Normal
2023-02-03,Store001,SKU001,95,14.714285714285714,6.456310679611651,Urgent
2023-02-03,Store001,SKU002,46,16.428571428571427,2.8000000000000003,Critical
2023-02-03,Store001,SKU003,59,8.0,7.375,Normal
2023-02-03,Store002,SKU001,80,15.0,5.333333333333333,Urgent
2023-02-03,Store002,SKU002,97,14.0,6.928571428571429,Urgent
2023-02-03,Store002,SKU003,30,11.571428571428571,2.5925925925925926,Critical
2023-02-03,Store003,SKU001,96,21.285714285714285,4.51006711409396,Urgent
2023-02-03,Store003,SKU002,44,14.428571428571429,3.0495049504950495,Urgent
2023-02-03,Store003,SKU003,48,11.571428571428571,4.148148148148148,Urgent
2023-02-04,Store001,SKU001,77,15.0,5.133333333333334,Urgent
2023-02-04,Store001,SKU002,43,15.0,2.8666666666666667,Critical
2023-02-04,Store001,SKU003,96,7.571428571428571,12.679245283018869,Normal
2023-02-04,Store002,SKU001,71,12.428571428571429,5.712643678160919,Urgent
2023-02-04,Store002,SKU002,88,14.0,6.285714285714286,Urgent
2023-02-04,Store002,SKU003,14,10.285714285714286,1.361111111111111,Critical
2023-02-04,Store003,SKU001,77,15.714285714285714,4.9,Urgent
2023-02-04,Store003,SKU002,29,14.142857142857142,2.0505050505050506,Critical
2023-02-04,Store003,SKU003,10,10.428571428571429,0.958904109589041,Critical
2023-02-05,Store001,SKU001,89,14.428571428571429,6.1683168316831685,Urgent
2023-02-05,Store001,SKU002,30,12.0,2.5,Critical
2023-02-05,Store001,SKU003,19,7.714285714285714,2.462962962962963,Critical
2023-02-05,Store002,SKU001,72,11.571428571428571,6.222222222222222,Urgent
2023-02-05,Store002,SKU002,10,10.571428571428571,0.9459459459459459,Critical
2023-02-05,Store002,SKU003,51,9.857142857142858,5.173913043478261,Urgent
2023-02-05,Store003,SKU001,39,13.142857142857142,2.967391304347826,Critical
2023-02-05,Store003,SKU002,72,12.285714285714286,5.8604651162790695,Urgent
2023-02-05,Store003,SKU003,21,10.857142857142858,1.9342105263157894,Critical
2023-02-06,Store001,SKU001,33,13.571428571428571,2.431578947368421,Critical
2023-02-06,Store001,SKU002,34,12.428571428571429,2.735632183908046,Critical
2023-02-06,Store001,SKU003,62,8.0,7.75,Normal
2023-02-06,Store002,SKU001,74,12.142857142857142,6.094117647058824,Urgent
2023-02-06,Store002,SKU002,48,11.428571428571429,4.2,Urgent
2023-02-06,Store002,SKU003,85,9.428571428571429,9.015151515151516,Normal
2023-02-06,Store003,SKU001,50,14.142857142857142,3.5353535353535355,Urgent
2023-02-06,Store003,SKU002,44,10.857142857142858,4.052631578947368,Urgent
2023-02-06,Store003,SKU003,53,10.285714285714286,5.152777777777778,Urgent
2023-02-07,Store001,SKU001,50,12.285714285714286,4.069767441860465,Urgent
2023-02-07,Store001,SKU002,14,10.857142857142858,1.2894736842105263,Critical
2023-02-07,Store001,SKU003,66,8.428571428571429,7.830508474576271,Normal
2023-02-07,Store002,SKU001,49,10.857142857142858,4.513157894736842,Urgent
2023-02-07,Store002,SKU002,51,10.142857142857142,5.028169014084507,Urgent
2023-02-07,Store002,SKU003,88,9.142857142857142,9.625,Normal
2023-02-07,Store003,SKU001,10,13.285714285714286,0.7526881720430108,Critical
2023-02-07,Store003,SKU002,17,9.0,1.8888888888888888,Critical
2023-02-07,Store003,SKU003,90,10.428571428571429,8.63013698630137,Normal
2023-02-08,Store001,SKU001,30,13.428571428571429,2.234042553191489,Critical
2023-02-08,Store001,SKU002,44,11.142857142857142,3.948717948717949,Urgent
2023-02-08,Store001,SKU003,44,10.0,4.4,Urgent
2023-02-08,Store002,SKU001,78,11.428571428571429,6.825,Urgent
2023-02-08,Store002,SKU002,74,10.714285714285714,6.906666666666667,Urgent
2023-02-08,Store002,SKU003,85,9.285714285714286,9.153846153846153,Normal
2023-02-08,Store003,SKU001,40,13.0,3.076923076923077,Urgent
2023-02-08,Store003,SKU002,96,8.428571428571429,11.389830508474576,Normal
2023-02-08,Store003,SKU003,75,9.571428571428571,7.835820895522389,Normal
2023-02-09,Store001,SKU001,35,12.857142857142858,2.7222222222222223,Critical
2023-02-09,Store001,SKU002,40,10.285714285714286,3.8888888888888884,Urgent
2023-02-09,Store001,SKU003,63,11.714285714285714,5.378048780487806,Urgent
2023-02-09,Store002,SKU001,91,10.714285714285714,8.493333333333334,Normal
2023-02-09,Store002,SKU002,75,9.571428571428571,7.835820895522389,Normal
2023-02-09,Store002,SKU003,71,9.857142857142858,7.202898550724638,Normal
2023-02-09,Store003,SKU001,85,13.857142857142858,6.1340206185567006,Urgent
2023-02-09,Store003,SKU002,98,8.571428571428571,11.433333333333334,Normal
2023-02-09,Store003,SKU003,43,8.142857142857142,5.280701754385965,Urgent
2023-02-10,Store001,SKU001,68,12.714285714285714,5.348314606741574,Urgent
2023-02-10,Store001,SKU002,30,9.714285714285714,3.088235294117647,Urgent
2023-02-10,Store001,SKU003,94,11.714285714285714,8.02439024390244,Normal
2023-02-10,Store002,SKU001,93,11.142857142857142,8.346153846153847,Normal
2023-02-10,Store002,SKU002,51,10.142857142857142,5.028169014084507,Urgent
2023-02-10,Store002,SKU003,72,9.285714285714286,7.753846153846153,Normal
2023-02-10,Store003,SKU001,34,13.285714285714286,2.5591397849462365,Critical
2023-02-10,Store003,SKU002,26,9.428571428571429,2.7575757575757573,Critical
2023-02-10,Store003,SKU003,51,7.857142857142857,6.490909090909091,Urgent
2023-02-11,Store001,SKU001,94,11.714285714285714,8.02439024390244,Normal
2023-02-11,Store001,SKU002,36,10.428571428571429,3.452054794520548,Urgent
