Date,Store,SKU,SalesQuantity,InventoryLevel,UnitCost,SellingPrice,LeadTime,SupplierID,Category,OrderedDate,OrderedQuantity,OrderStatus,DemandForecast,CV,InventoryCategory,SafetyStock,EOQ,ReorderPoint,PendingOrders,Reorder,OrderQuantity,OrderPriority,TotalSales,AverageInventoryLevel,InventoryTurnover
2023-01-03,Store003,SKU003,14,46,27.47,32.96,3,SUP003,Books,2022-12-13,73,Delivered,15.333333333333334,0.49263346168064476,C,9.626516732683555,24.765567494675615,55.626516732683555,0,True,9.626516732683555,Low,3639,54.92602739726028,66.25274341580207
2023-01-04,Store001,SKU001,15,97,305.84,367.01,7,SUP001,Electronics,2022-12-26,81,Shipped,21.75,0.4469480032434872,C,12.78266391216064,29.49576240750525,84.03266391216064,81,False,0.0,Low,5326,55.054794520547944,96.73998507091316
2023-01-04,Store001,SKU002,20,46,69.57,144.82,5,SUP002,Clothing,,0,None,13.25,0.4888827050106926,C,11.603530548078444,23.021728866442675,77.85353054807844,0,True,31.85353054807844,Low,4420,53.88219178082192,82.03081303706716
2023-01-04,Store001,SKU003,11,93,27.47,32.96,3,SUP003,Books,,0,None,12.5,0.5124098617067465,C,10.087258421679966,22.360679774997898,47.58725842167996,0,False,0.0,Low,3666,55.73424657534247,65.77643415425453
2023-01-04,Store002,SKU001,17,21,305.84,367.01,7,SUP001,Electronics,,0,None,20.25,0.48777608644303344,C,14.036779212620559,28.460498941515414,155.78677921262056,0,True,134.78677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-04,Store002,SKU002,6,53,69.57,144.82,5,SUP002,Clothing,,0,None,13.75,0.5114843407900957,C,12.823879339210837,23.45207879911715,81.57387933921083,0,True,28.573879339210833,Low,4669,52.778082191780825,88.46475290697674
2023-01-04,Store002,SKU003,4,83,27.47,32.96,3,SUP003,Books,,0,None,11.5,0.5196382683114912,C,10.218394694715325,21.447610589527216,44.71839469471533,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
2023-01-04,Store003,SKU001,7,16,305.84,367.01,7,SUP001,Electronics,,0,None,16.25,0.47559981845990906,C,13.637857369667923,25.495097567963924,127.38785736966793,0,True,111.38785736966793,Medium,5340,54.12876712328767,98.65364174722883
2023-01-04,Store003,SKU002,16,33,69.57,144.82,5,SUP002,Clothing,,0,None,12.75,0.44687170121026343,C,10.484026374443221,22.58317958127243,74.23402637444322,0,True,41.23402637444322,Medium,4369,54.772602739726025,79.76615646258503
2023-01-04,Store003,SKU003,21,67,27.47,32.96,3,SUP003,Books,,0,None,16.75,0.49263346168064476,C,9.626516732683555,25.88435821108957,59.876516732683555,0,False,0.0,Low,3639,54.92602739726028,66.25274341580207
2023-01-05,Store001,SKU001,20,46,305.84,367.01,7,SUP001,Electronics,,0,None,21.4,0.4469480032434872,C,12.78266391216064,29.257477676655586,162.58266391216063,0,True,116.58266391216063,Medium,5326,55.054794520547944,96.73998507091316
2023-01-05,Store001,SKU002,8,78,69.57,144.82,5,SUP002,Clothing,,0,None,12.2,0.4888827050106926,C,11.603530548078444,22.090722034374522,72.60353054807844,0,False,0.0,Low,4420,53.88219178082192,82.03081303706716
2023-01-05,Store001,SKU003,8,53,27.47,32.96,3,SUP003,Books,,0,None,11.6,0.5124098617067465,C,10.087258421679966,21.540659228538015,44.88725842167996,0,False,0.0,Low,3666,55.73424657534247,65.77643415425453
2023-01-05,Store002,SKU001,28,46,305.84,367.01,7,SUP001,Electronics,,0,None,21.8,0.48777608644303344,C,14.036779212620559,29.5296461204668,166.63677921262055,0,True,120.63677921262055,Medium,5359,54.868493150684934,97.6698956408848
2023-01-05,Store002,SKU002,18,78,69.57,144.82,5,SUP002,Clothing,,0,None,14.6,0.5114843407900957,C,12.823879339210837,24.166091947189145,85.82387933921083,0,True,7.8238793392108335,Low,4669,52.778082191780825,88.46475290697674
2023-01-05,Store002,SKU003,11,82,27.47,32.96,3,SUP003,Books,,0,None,11.4,0.5196382683114912,C,10.218394694715325,21.354156504062622,44.41839469471533,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
2023-01-05,Store003,SKU001,20,81,305.84,367.01,7,SUP001,Electronics,,0,None,17.0,0.47559981845990906,C,13.637857369667923,26.076809620810597,132.63785736966793,0,True,51.63785736966793,Medium,5340,54.12876712328767,98.65364174722883
2023-01-05,Store003,SKU002,8,36,69.57,144.82,5,SUP002,Clothing,,0,None,11.8,0.44687170121026343,C,10.484026374443221,21.72556098240043,69.48402637444322,0,True,33.48402637444322,Low,4369,54.772602739726025,79.76615646258503
2023-01-05,Store003,SKU003,14,30,27.47,32.96,3,SUP003,Books,,0,None,16.2,0.49263346168064476,C,9.626516732683555,25.45584412271571,58.22651673268355,0,True,28.22651673268355,Low,3639,54.92602739726028,66.25274341580207
2023-01-06,Store001,SKU001,6,87,305.84,367.01,7,SUP001,Electronics,,0,None,18.833333333333332,0.4469480032434872,C,12.78266391216064,27.446918466985203,144.61599724549396,0,True,57.61599724549396,Medium,5326,55.054794520547944,96.73998507091316
2023-01-06,Store001,SKU002,24,32,69.57,144.82,5,SUP002,Clothing,,0,None,14.166666666666666,0.4888827050106926,C,11.603530548078444,23.804761428476166,82.43686388141177,0,True,50.43686388141177,Medium,4420,53.88219178082192,82.03081303706716
2023-01-06,Store001,SKU003,14,57,27.47,32.96,3,SUP003,Books,,0,None,12.0,0.5124098617067465,C,10.087258421679966,21.908902300206645,46.08725842167996,0,False,0.0,Low,3666,55.73424657534247,65.77643415425453
2023-01-06,Store002,SKU001,34,48,305.84,367.01,7,SUP001,Electronics,2022-12-18,17,Delivered,23.833333333333332,0.48777608644303344,C,14.036779212620559,30.876096471758427,180.87011254595387,0,True,132.87011254595387,Medium,5359,54.868493150684934,97.6698956408848
2023-01-06,Store002,SKU002,14,60,69.57,144.82,5,SUP002,Clothing,,0,None,14.5,0.5114843407900957,C,12.823879339210837,24.08318915758459,85.32387933921083,0,True,25.323879339210833,Low,4669,52.778082191780825,88.46475290697674
2023-01-06,Store002,SKU003,13,82,27.47,32.96,3,SUP003,Books,,0,None,11.666666666666666,0.5196382683114912,C,10.218394694715325,21.602468994692867,45.21839469471533,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
2023-01-06,Store003,SKU001,12,79,305.84,367.01,7,SUP001,Electronics,,0,None,16.166666666666668,0.47559981845990906,C,13.637857369667923,25.429641497014202,126.8045240363346,0,True,47.8045240363346,Low,5340,54.12876712328767,98.65364174722883
2023-01-06,Store003,SKU002,10,80,69.57,144.82,5,SUP002,Clothing,,0,None,11.5,0.44687170121026343,C,10.484026374443221,21.447610589527216,67.98402637444322,0,False,0.0,Low,4369,54.772602739726025,79.76615646258503
2023-01-06,Store003,SKU003,6,64,27.47,32.96,3,SUP003,Books,,0,None,14.5,0.49263346168064476,C,9.626516732683555,24.08318915758459,53.126516732683555,0,False,0.0,Low,3639,54.92602739726028,66.25274341580207
2023-01-07,Store001,SKU001,8,35,305.84,367.01,7,SUP001,Electronics,,0,None,17.285714285714285,0.4469480032434872,C,12.78266391216064,26.295029405356658,133.78266391216064,0,True,98.78266391216064,Medium,5326,55.054794520547944,96.73998507091316
2023-01-07,Store001,SKU002,18,11,69.57,144.82,5,SUP002,Clothing,,0,None,14.714285714285714,0.4888827050106926,C,11.603530548078444,24.26049110326146,85.17495911950701,0,True,74.17495911950701,Medium,4420,53.88219178082192,82.03081303706716
2023-01-07,Store001,SKU003,10,69,27.47,32.96,3,SUP003,Books,,0,None,11.714285714285714,0.5124098617067465,C,10.087258421679966,21.64651077128664,45.2301155645371,0,False,0.0,Low,3666,55.73424657534247,65.77643415425453
2023-01-07,Store002,SKU001,16,92,305.84,367.01,7,SUP001,Electronics,,0,None,22.714285714285715,0.48777608644303344,C,14.036779212620559,30.14251861692099,173.03677921262056,0,True,81.03677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-07,Store002,SKU002,32,50,69.57,144.82,5,SUP002,Clothing,,0,None,17.0,0.5114843407900957,C,12.823879339210837,26.076809620810597,97.82387933921083,0,True,47.82387933921083,Low,4669,52.778082191780825,88.46475290697674
2023-01-07,Store002,SKU003,17,56,27.47,32.96,3,SUP003,Books,,0,None,12.428571428571429,0.5196382683114912,C,10.218394694715325,22.296700588716195,47.504108980429606,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
2023-01-07,Store003,SKU001,35,62,305.84,367.01,7,SUP001,Electronics,,0,None,18.857142857142858,0.47559981845990906,C,13.637857369667923,27.46426249302381,145.63785736966793,0,True,83.63785736966793,Medium,5340,54.12876712328767,98.65364174722883
2023-01-07,Store003,SKU002,16,58,69.57,144.82,5,SUP002,Clothing,,0,None,12.142857142857142,0.44687170121026343,C,10.484026374443221,22.03892660077359,71.19831208872893,0,True,13.198312088728926,Low,4369,54.772602739726025,79.76615646258503
2023-01-07,Store003,SKU003,12,59,27.47,32.96,3,SUP003,Books,,0,None,14.142857142857142,0.49263346168064476,C,9.626516732683555,23.784749015162756,52.055088161254986,0,False,0.0,Low,3639,54.92602739726028,66.25274341580207
2023-01-08,Store001,SKU001,12,52,305.84,367.01,7,SUP001,Electronics,,0,None,14.571428571428571,0.4469480032434872,C,12.78266391216064,24.142434484888696,114.78266391216064,0,True,62.78266391216064,Medium,5326,55.054794520547944,96.73998507091316
2023-01-08,Store001,SKU002,8,47,69.57,144.82,5,SUP002,Clothing,,0,None,14.714285714285714,0.4888827050106926,C,11.603530548078444,24.26049110326146,85.17495911950701,0,True,38.17495911950701,Low,4420,53.88219178082192,82.03081303706716
2023-01-08,Store001,SKU003,19,28,27.47,32.96,3,SUP003,Books,,0,None,13.142857142857142,0.5124098617067465,C,10.087258421679966,22.92846016884443,49.51582985025139,0,True,21.515829850251393,Low,3666,55.73424657534247,65.77643415425453
2023-01-08,Store002,SKU001,18,93,305.84,367.01,7,SUP001,Electronics,,0,None,23.428571428571427,0.48777608644303344,C,14.036779212620559,30.612789110808855,178.03677921262056,0,True,85.03677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-08,Store002,SKU002,43,29,69.57,144.82,5,SUP002,Clothing,,0,None,20.142857142857142,0.5114843407900957,C,12.823879339210837,28.38510675890238,113.53816505349654,0,True,84.53816505349654,Medium,4669,52.778082191780825,88.46475290697674
2023-01-08,Store002,SKU003,13,76,27.47,32.96,3,SUP003,Books,,0,None,12.285714285714286,0.5196382683114912,C,10.218394694715325,22.168188275738085,47.07553755185819,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
2023-01-08,Store003,SKU001,23,20,305.84,367.01,7,SUP001,Electronics,,0,None,18.857142857142858,0.47559981845990906,C,13.637857369667923,27.46426249302381,145.63785736966793,0,True,125.63785736966793,Medium,5340,54.12876712328767,98.65364174722883
2023-01-08,Store003,SKU002,19,60,69.57,144.82,5,SUP002,Clothing,,0,None,12.714285714285714,0.44687170121026343,C,10.484026374443221,22.551528297909847,74.05545494587179,0,True,14.055454945871787,Low,4369,54.772602739726025,79.76615646258503
2023-01-08,Store003,SKU003,4,57,27.47,32.96,3,SUP003,Books,2022-12-14,28,Delivered,13.142857142857142,0.49263346168064476,C,9.626516732683555,22.92846016884443,49.055088161254986,0,False,0.0,Low,3639,54.92602739726028,66.25274341580207
2023-01-09,Store001,SKU001,17,58,305.84,367.01,7,SUP001,Electronics,,0,None,15.0,0.4469480032434872,C,12.78266391216064,24.49489742783178,117.78266391216064,0,True,59.78266391216064,Medium,5326,55.054794520547944,96.73998507091316
2023-01-09,Store001,SKU002,20,42,69.57,144.82,5,SUP002,Clothing,,0,None,15.714285714285714,0.4888827050106926,C,11.603530548078444,25.071326821120348,90.17495911950701,0,True,48.17495911950701,Medium,4420,53.88219178082192,82.03081303706716
2023-01-09,Store001,SKU003,5,36,27.47,32.96,3,SUP003,Books,,0,None,11.714285714285714,0.5124098617067465,C,10.087258421679966,21.64651077128664,45.2301155645371,0,True,9.230115564537101,Low,3666,55.73424657534247,65.77643415425453
2023-01-09,Store002,SKU001,15,89,305.84,367.01,7,SUP001,Electronics,,0,None,22.142857142857142,0.48777608644303344,C,14.036779212620559,29.7609523657138,169.03677921262056,0,True,80.03677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-09,Store002,SKU002,17,67,69.57,144.82,5,SUP002,Clothing,,0,None,21.142857142857142,0.5114843407900957,C,12.823879339210837,29.081167199998795,118.53816505349654,0,True,51.53816505349654,Low,4669,52.778082191780825,88.46475290697674
2023-01-09,Store002,SKU003,19,81,27.47,32.96,3,SUP003,Books,,0,None,13.428571428571429,0.5196382683114912,C,10.218394694715325,23.176342617912283,50.504108980429606,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
2023-01-09,Store003,SKU001,18,21,305.84,367.01,7,SUP001,Electronics,2023-01-01,40,In Transit,18.142857142857142,0.47559981845990906,C,13.637857369667923,26.939084723024383,100.63785736966793,40,True,39.63785736966793,Low,5340,54.12876712328767,98.65364174722883
2023-01-09,Store003,SKU002,15,91,69.57,144.82,5,SUP002,Clothing,,0,None,14.142857142857142,0.44687170121026343,C,10.484026374443221,23.784749015162756,81.19831208872893,0,False,0.0,Low,4369,54.772602739726025,79.76615646258503
2023-01-09,Store003,SKU003,11,50,27.47,32.96,3,SUP003,Books,,0,None,11.714285714285714,0.49263346168064476,C,9.626516732683555,21.64651077128664,44.769373875540694,0,False,0.0,Low,3639,54.92602739726028,66.25274341580207
2023-01-10,Store001,SKU001,14,96,305.84,367.01,7,SUP001,Electronics,,0,None,13.142857142857142,0.4469480032434872,C,12.78266391216064,22.92846016884443,104.78266391216064,0,True,8.782663912160643,Low,5326,55.054794520547944,96.73998507091316
2023-01-10,Store001,SKU002,12,69,69.57,144.82,5,SUP002,Clothing,,0,None,15.714285714285714,0.4888827050106926,C,11.603530548078444,25.071326821120348,90.17495911950701,0,True,21.174959119507008,Low,4420,53.88219178082192,82.03081303706716
2023-01-10,Store001,SKU003,17,75,27.47,32.96,3,SUP003,Books,,0,None,12.0,0.5124098617067465,C,10.087258421679966,21.908902300206645,46.08725842167996,0,False,0.0,Low,3666,55.73424657534247,65.77643415425453
2023-01-10,Store002,SKU001,4,79,305.84,367.01,7,SUP001,Electronics,,0,None,18.857142857142858,0.48777608644303344,C,14.036779212620559,27.46426249302381,146.03677921262056,0,True,67.03677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-10,Store002,SKU002,21,64,69.57,144.82,5,SUP002,Clothing,,0,None,21.571428571428573,0.5114843407900957,C,12.823879339210837,29.37443008565686,120.6810221963537,0,True,56.681022196353695,Low,4669,52.778082191780825,88.46475290697674
2023-01-10,Store002,SKU003,7,48,27.47,32.96,3,SUP003,Books,,0,None,12.0,0.5196382683114912,C,10.218394694715325,21.908902300206645,46.21839469471533,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
2023-01-10,Store003,SKU001,26,59,305.84,367.01,7,SUP001,Electronics,,0,None,20.142857142857142,0.47559981845990906,C,13.637857369667923,28.38510675890238,154.63785736966793,0,True,95.63785736966793,Medium,5340,54.12876712328767,98.65364174722883
2023-01-10,Store003,SKU002,8,31,69.57,144.82,5,SUP002,Clothing,,0,None,13.142857142857142,0.44687170121026343,C,10.484026374443221,22.92846016884443,76.19831208872893,0,True,45.198312088728926,Medium,4369,54.772602739726025,79.76615646258503
2023-01-10,Store003,SKU003,3,21,27.47,32.96,3,SUP003,Books,,0,None,10.142857142857142,0.49263346168064476,C,9.626516732683555,20.14235055087379,40.055088161254986,0,True,19.055088161254986,Low,3639,54.92602739726028,66.25274341580207
2023-01-11,Store001,SKU001,20,48,305.84,367.01,7,SUP001,Electronics,,0,None,13.857142857142858,0.4469480032434872,C,12.78266391216064,23.543273227945903,109.78266391216064,0,True,61.78266391216064,Medium,5326,55.054794520547944,96.73998507091316
2023-01-11,Store001,SKU002,15,15,69.57,144.82,5,SUP002,Clothing,2022-12-26,88,Delivered,15.0,0.4888827050106926,C,11.603530548078444,24.49489742783178,86.60353054807844,0,True,71.60353054807844,Medium,4420,53.88219178082192,82.03081303706716
2023-01-11,Store001,SKU003,12,13,27.47,32.96,3,SUP003,Books,2022-12-27,21,Delivered,12.142857142857142,0.5124098617067465,C,10.087258421679966,22.03892660077359,46.51582985025139,0,True,33.51582985025139,Low,3666,55.73424657534247,65.77643415425453
2023-01-11,Store002,SKU001,7,61,305.84,367.01,7,SUP001,Electronics,,0,None,17.428571428571427,0.48777608644303344,C,14.036779212620559,26.403462976338105,136.03677921262056,0,True,75.03677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-11,Store002,SKU002,31,21,69.57,144.82,5,SUP002,Clothing,,0,None,25.142857142857142,0.5114843407900957,C,12.823879339210837,31.712998686883676,138.53816505349656,0,True,117.53816505349656,Medium,4669,52.778082191780825,88.46475290697674
2023-01-11,Store002,SKU003,15,50,27.47,32.96,3,SUP003,Books,,0,None,13.571428571428571,0.5196382683114912,C,10.218394694715325,23.299294900428702,50.93268040900104,0,True,0.932680409001037,Low,3662,54.57260273972603,67.10326823635724
2023-01-11,Store003,SKU001,11,93,305.84,367.01,7,SUP001,Electronics,,0,None,20.714285714285715,0.47559981845990906,C,13.637857369667923,28.78491668515698,158.63785736966793,0,True,65.63785736966793,Medium,5340,54.12876712328767,98.65364174722883
2023-01-11,Store003,SKU002,22,74,69.57,144.82,5,SUP002,Clothing,,0,None,14.0,0.44687170121026343,C,10.484026374443221,23.664319132398465,80.48402637444322,0,True,6.484026374443218,Low,4369,54.772602739726025,79.76615646258503
2023-01-11,Store003,SKU003,17,98,27.47,32.96,3,SUP003,Books,,0,None,9.571428571428571,0.49263346168064476,C,9.626516732683555,19.566735620873065,38.34080244696927,0,False,0.0,Low,3639,54.92602739726028,66.25274341580207
2023-01-12,Store001,SKU001,14,54,305.84,367.01,7,SUP001,Electronics,,0,None,13.0,0.4469480032434872,C,12.78266391216064,22.80350850198276,103.78266391216064,0,True,49.78266391216064,Medium,5326,55.054794520547944,96.73998507091316
2023-01-12,Store001,SKU002,16,51,69.57,144.82,5,SUP002,Clothing,,0,None,16.142857142857142,0.4888827050106926,C,11.603530548078444,25.410908793553325,92.31781626236415,0,True,41.31781626236415,Low,4420,53.88219178082192,82.03081303706716
2023-01-12,Store001,SKU003,10,32,27.47,32.96,3,SUP003,Books,,0,None,12.428571428571429,0.5124098617067465,C,10.087258421679966,22.296700588716195,47.372972707394254,0,True,15.372972707394254,Low,3666,55.73424657534247,65.77643415425453
2023-01-12,Store002,SKU001,6,51,305.84,367.01,7,SUP001,Electronics,,0,None,14.285714285714286,0.48777608644303344,C,14.036779212620559,23.904572186687872,114.03677921262056,0,True,63.03677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-12,Store002,SKU002,18,40,69.57,144.82,5,SUP002,Clothing,,0,None,25.142857142857142,0.5114843407900957,C,12.823879339210837,31.712998686883676,138.53816505349656,0,True,98.53816505349656,Medium,4669,52.778082191780825,88.46475290697674
2023-01-12,Store002,SKU003,8,27,27.47,32.96,3,SUP003,Books,,0,None,13.142857142857142,0.5196382683114912,C,10.218394694715325,22.92846016884443,49.64696612328676,0,True,22.64696612328676,Low,3662,54.57260273972603,67.10326823635724
2023-01-12,Store003,SKU001,20,13,305.84,367.01,7,SUP001,Electronics,,0,None,20.714285714285715,0.47559981845990906,C,13.637857369667923,28.78491668515698,158.63785736966793,0,True,145.63785736966793,High,5340,54.12876712328767,98.65364174722883
2023-01-12,Store003,SKU002,15,16,69.57,144.82,5,SUP002,Clothing,2022-12-19,47,Delivered,15.0,0.44687170121026343,C,10.484026374443221,24.49489742783178,85.48402637444322,0,True,69.48402637444322,Medium,4369,54.772602739726025,79.76615646258503
2023-01-12,Store003,SKU003,7,82,27.47,32.96,3,SUP003,Books,,0,None,8.571428571428571,0.49263346168064476,C,9.626516732683555,18.51640199545103,35.34080244696927,0,False,0.0,Low,3639,54.92602739726028,66.25274341580207
2023-01-13,Store001,SKU001,6,87,305.84,367.01,7,SUP001,Electronics,,0,None,13.0,0.4469480032434872,C,12.78266391216064,22.80350850198276,103.78266391216064,0,True,16.782663912160643,Low,5326,55.054794520547944,96.73998507091316
2023-01-13,Store001,SKU002,3,45,69.57,144.82,5,SUP002,Clothing,,0,None,13.142857142857142,0.4888827050106926,C,11.603530548078444,22.92846016884443,77.31781626236415,0,True,32.31781626236415,Low,4420,53.88219178082192,82.03081303706716
2023-01-13,Store001,SKU003,13,80,27.47,32.96,3,SUP003,Books,,0,None,12.285714285714286,0.5124098617067465,C,10.087258421679966,22.168188275738085,46.94440127882282,0,False,0.0,Low,3666,55.73424657534247,65.77643415425453
2023-01-13,Store002,SKU001,28,54,305.84,367.01,7,SUP001,Electronics,,0,None,13.428571428571429,0.48777608644303344,C,14.036779212620559,23.176342617912283,108.03677921262056,0,True,54.03677921262056,Medium,5359,54.868493150684934,97.6698956408848
2023-01-13,Store002,SKU002,22,37,69.57,144.82,5,SUP002,Clothing,,0,None,26.285714285714285,0.5114843407900957,C,12.823879339210837,32.4257393351111,144.25245076778225,0,True,107.25245076778225,Medium,4669,52.778082191780825,88.46475290697674
2023-01-13,Store002,SKU003,18,68,27.47,32.96,3,SUP003,Books,,0,None,13.857142857142858,0.5196382683114912,C,10.218394694715325,23.543273227945903,51.7898232661439,0,False,0.0,Low,3662,54.57260273972603,67.10326823635724
